日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,工作網址
2020-06-05,理財專員(新竹),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,新竹市東區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/54370981/
2020-06-05,理財專員(彰化),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",彰化縣彰化市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75760455/
2020-06-05,理財專員(嘉義),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",嘉義市西區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75760450/
2020-06-05,理財專員(東勢),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台中市東勢區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75760436/
2020-06-05,理財專員(大里),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台中市大里區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75760402/
2020-06-05,理財專員(文心),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台中市北屯區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759100/
2020-06-05,理財專員(頭份),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",苗栗縣頭份市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759099/
2020-06-05,理財專員(湖口),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",新竹縣湖口鄉,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759083/
2020-06-05,理財專員(苗栗),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",苗栗縣苗栗市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759080/
2020-06-05,理財專員(平鎮),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",桃園市平鎮區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759063/
2020-06-05,理財專員(興隆),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台北市文山區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75758988/
2020-06-05,理財專員(內湖),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台北市內湖區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75758953/
2020-06-05,理財專員(高雄),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",宜蘭縣羅東鎮,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75758828/
2020-06-05,理財專員(基隆),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",基隆市仁愛區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75758823/
2020-06-05,理財專員(澄新),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",高雄市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75758736/
2020-06-05,理財專員(建成),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台北市中正區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75758591/
2020-06-05,理財專員(城中),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台北市中正區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/52968927/
2020-06-05,理財專員(中壢),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",桃園市中壢區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/52436824/
2020-06-05,理財專員(市政),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",台中市南屯區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/38270320/
2020-06-05,理財專員(永和),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",新北市永和區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/38270284/
2020-06-05,理財專員(鳳山),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",高雄市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75758775/
2020-06-05,理財專員(站前),凱基證券股份有限公司,台北市中山區明水路,"25,000",**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。,台北市中正區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/76510125/
2020-06-02,板信商業銀行-法人金融業務經驗行員(汐止分行),板信商業銀行股份有限公司,新北市板橋區縣民大道二段68號28樓,"33,000","1. 負責法人客戶開發 2. 授信風險評估 3. 客戶關係維護 4. 撰寫案件徵審報告要求條件 ● 擁有 輕型機車,普通小型車,普通重機車 駕照",新北市汐止區,1年工作經驗以上,"專科,大學,碩士",https://www.1111.com.tw/job/91172952/
2020-06-02,板信商業銀行-法人金融業務經驗行員(新竹地區),板信商業銀行股份有限公司,新北市板橋區縣民大道二段68號28樓,"33,000","1. 負責法人客戶開發 2. 授信風險評估 3. 客戶關係維護 4. 撰寫案件徵審報告要求條件 ● 擁有 輕型機車,普通小型車,普通重機車 駕照",新竹縣竹北市,2年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/76982319/
2020-06-05,銀行保全,千翔保全股份有限公司(總公司)(怡盛),新北市汐止區康寧街169巷,"25,500",銀行內部服務之保全員，協助民眾至銀行辦理事項，及行員需幫忙之事務。中午可午休約1Hr要求條件 ● 一般商業學類 相關科系 ● 擁有 普通重機車 駕照 ● 自備 普通重機車,高雄市苓雅區,2年工作經驗以上,大學,https://www.1111.com.tw/job/91513197/
2020-06-03,銀行保全,天億保全股份有限公司,新北市中和區中正路,"27,000",銀行各駐點保全,新北市樹林區,1年工作經驗以上,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/76801626/
2020-06-05,理財專員(永和）,元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,新北市永和區,經驗不拘,"專科,大學,碩士",https://www.1111.com.tw/job/54371108/
2020-06-05,銀行保全,嘉賀保全股份有限公司,高雄市三民區民族一路,"23,800",1.禮貌接待客戶2.負責門禁管制、防竊作業及竊盜處理工作等安全維護工作2.針對特定處所進行監視，維持公共安全，減少火災、竊盜或其他危險3.控制照明、取暖、空氣調節及通風等設備4.營業現場安全維護管理、保障客戶生命和財產安全,台中市西區,經驗不拘,高中職,https://www.1111.com.tw/job/91501084/
2020-06-05,高雄財富管理業務主管(個人理財處),日盛金融控股股份有限公司,日盛金控,面議（經常性薪資4萬/月含以上）,"整合分行及客戶資源，協助理專同仁進行有效拜訪、跟催業績及激發行動力、士氣，達成整體績效及滿足客戶需求要求條件 ● 商業及管理學門 相關科系 ● 人身保險業務員,投資型保險商品業務員,銀行內部控制與內部稽核測驗(一般金融),信託業業務人員信託業務專業測驗（信託法規乙科） 專業憑證",高雄市新興區,5年工作經驗以上,"專科,大學",https://www.1111.com.tw/job/84821433/
2020-06-05,北區財富管理業務主管(個人理財處),日盛金融控股股份有限公司,日盛金控,面議（經常性薪資4萬/月含以上）,"整合分行及客戶資源，協助理專同仁進行有效拜訪、跟催業績及激發行動力、士氣，達成整體績效及滿足客戶需求要求條件 ● 商業及管理學門 相關科系 ● 投資型保險商品業務員,信託業業務人員信託業務專業測驗,銀行內部控制人員,人身保險業務員 專業憑證",台北市中山區,5年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/76536073/
2020-06-03,B-電子金融處-前端工程師,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,面議（經常性薪資4萬/月含以上）,本行網路銀行功能類頁面切版維護、行銷活動類頁面切版維護,台北市中山區,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/91127858/
2020-06-03,B-電子金融處-平台發展部-數位金融產品數據商業分析師,永豐金融控股股份有限公司(永豐銀行/永豐金證券/永豐金租賃),台北市中山區八德路,"35,000",1. 數據洞察(統計分析報表產製)及商機探索2. 數據庫運用相關作業流程規劃及執行3. 第三方數據導入規劃及執行要求條件 ● 商業及管理學門 相關科系,台北市中山區,1年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91283959/
2020-05-22,資深理財輔導人員(高雄市鹽埕區),華南商業銀行股份有限公司,台北市信義區松仁路,面議（經常性薪資4萬/月含以上）,1、提供理財人員產品銷售資源及輔導2、提供分行經營及開發理財客戶3、協助總行政策傳遞與執行,高雄市鹽埕區,5年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/80080109/
2020-06-05,理財專員(城東),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,台北市中山區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/71028758/
2020-06-05,理財專員(屏東),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,屏東縣屏東市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/71028754/
2020-06-05,理財專員(文心),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,台中市西屯區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/71028747/
2020-06-05,理財專員(民權),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,台北市中山區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/54371127/
2020-06-05,理財專員(大裕),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,台中市南區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/54371124/
2020-06-05,理財專員(潮州),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,屏東縣潮州鎮,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/54371111/
2020-06-05,理財專員(中原),元富證券股份有限公司,台北市大安區敦化南路,"25,000",1. 負責證券、期貨、選擇權之開發及接單。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。5. 負責法人及VIP客戶的綜合資產管理。要求條件 ● 證券商業務員 專業憑證,台中市潭子區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/54371105/
2020-06-05,理財專員(員林),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",彰化縣員林市,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75760444/
2020-06-05,理財專員(新豐),凱基證券股份有限公司,台北市中山區明水路,"25,000","經紀業務之受託買賣、財富管理客戶開發及各項金融商品推廣。福利制度：◎優厚獎金◎完善職前與在職教育訓練◎旅遊補助◎週休二日◎退休金提列◎子女教育獎學金◎生日禮金◎生育補助◎婚喪補助◎勞、健、團體保險◎分紅配股◎三節禮金◎健康檢查要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",新竹縣新豐鄉,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759095/
2020-06-05,理財專員(科園),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",新竹市東區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759077/
2020-06-05,理財專員(竹東),凱基證券股份有限公司,台北市中山區明水路,"25,000","**經紀業務之受託買賣及各項金融商品推廣**薪酬福利我們提供具市場競爭力的薪資，並以績效為導向的獎酬及優質貼心的福利，為同仁打造完善的工作環境與成就舞台。1.勞工保險及健康保險。2.年度免費健康檢查。3.員工團體保險：定期壽險/傷害保險/住院醫療險/癌症健康險/傷害醫療險/重大疾病險等項目，同仁父母/配偶及子女均可以優惠自費加保。4.職工福利項目：部門旅遊、生日禮券、中秋及端午二節節金、醫療及急難救助、婚喪生育、子女教育獎助及社團活動等補助。要求條件 ● 人身保險業務員,財產保險業務員,證券商業務員,期貨商業務員 專業憑證",新竹縣竹東鎮,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/75759072/
